text,sentiment
componenta increased its stake in turkish steel company doktas dokumculuk ticaret ve sanayi a.s. to num pct stake in march num .,positive
"the casing comprises a first side casing member provided with the first side vat segment and a second side casing member provided with the second side vat segment , at least the first side casing member being pivotable about a rotation axis .",neutral
"as a result of the share issue , the number of the company s shares increases by num , num shares and the share capital by a total of eur num , num .",neutral
"homebuilders - $ryl breaking below support, watch this one. $spy",negative
"via the takeover , panostaja further expands its business area specialising in digital printing , which since previously consists of the subsidiaries kopijyva oy and sokonet oy .",positive
relations with the city have been further damaged by comments from mr ashley criticising city investors and analysts as cry babies .,negative
"for teleste , the acquisition marks an entry into services business in a market where it has long been an established and significant supplier of products .",positive
"via the move , the company aims annual savings of some eur3m , the main part of which are expected to be realized this year .",positive
teliasonera said about $ num million will be invested in the next year in the region to bring mobile coverage to about num % of nepal s population .,positive
"the omx nordic num ( omxn40 ) index , comprising the num most traded nordic stocks on the nasdaq omx exchange , closed up num % at num , num points on wednesday .",positive
$spy less than num % down and people are calling it bearish. some heading for exits already. maybe num % down will be the crash disturbing,negative
"a portion , $ num million , will be recorded as part of its winnings in a prior patent dispute with finnish phone maker nokia oyj .",positive
the rebuilds are designed to improve the machines performance and product quality .,positive
"finnish energy company fortum oyj said on november num , num it was granted an environmental permit to build a biofuel-fired combined heat and power chp plant in vartan harbor in eastern stockholm .",positive
"adp news - may num , num - bank of america bofa downgraded today its ratings on swedish-finnish paper maker stora enso oyj hel sterv and on finnish sector player upm-kymmene oyj hel upm1v to underperf",negative
border guard service has banned the mooring of the company car-shipping ferry on its test travel at the railroad-car terminal of the russian port as the border checkpoint is not yet ready .,negative
"published by globes online , israel business news - www.globes-online.com - on november num , num - copyright of globes publisher itonut num ltd. num",neutral
"finnish food workers union sel plans to hasten its collective bargaining with a two-day strike that would begin on num april num , in finland .",neutral
"the finnish national carrier said net loss in april through june was euro26 million , down from a net profit of euro13 million a year earlier .",neutral
"adpnews - jun num , num - finnish stainless steel maker outokumpu oyj hel out1v said yesterday it signed a three-year eur num million usd num bn revolving credit facility .",positive
the announced investment of the carmaker hyundai for example sounds optimistically for us as of course new cars mean new tires .,positive
multi top on $mcd chart finally leads to a fall in price. stability is questioned in the stock but coming weeks will tell.,negative
shire share price under pressure after $32bn baxalta deal,negative
"pretax profit rose to eur num , num mn from eur num , num in the corresponding period in num .",positive
honkarakenne oyj - a world-leading manufacturer of genuine wooden homes - will be sponsoring finnish crosscountry skier virpi kuitunen for the next three years .,neutral
"retail chain suomen l ñhikauppa was given the index num , airline sas num , teliasonera s broadband num , german retail chain lidl num , tele finland s mobile subscriptions num , tallink shipping line num , and power company helsinki energy num .",neutral
finnish glass technology company glaston oyj abp net profit decreased to num mln euro ( $ num mln ) for the first nine months of num from num mln euro ( $ num mln ) for the same period of num .,neutral
the agreement includes the entire process of managing mercator s supply chain in all regions where the company is currently present .,neutral
"the omx nordic num omxn40 index , comprising the num most traded nordic stocks on the nasdaq omx exchange , closed down num % at num , num points on thursday .",neutral
"i am very pleased and proud of our performance last year , chief executive juha rantanen said in a statement .",positive
the agreement strengthens our long-term partnership with nokia siemens networks .,positive
"the outsourced scan and capture solutions transfer paper invoices into electronic format , and basware business transactions service allows the customer to receive and send invoices in an electronic format .",neutral
"really surprised by how much $fb has now fallen. thought there d be some support around the 50d, but i guess not.",negative
scania morgan stanley lifted the share target on swedish heavy-duty truck and bus maker scania ab to num crowns ( $ num - num euro ) from num crowns ( $ num - num euro ) .,positive
talvivaara has secured a num -year off-take agreement for num per cent of its main output of nickel and cobalt to norilsk nickel and entered into a long-term zinc streaming agreement with nyrstar nv .,positive
lloyds to cut num jobs as part of three-year restructuring strategy,negative
"madison , wis. , feb. num - prnewswire - -- fiskars announces that the united states patent and trademark office has granted a trademark registration for the color orange on its iconic scissor handles .",positive
"of the sales price , a sales gain of some num mln euro ( $ num mln ) will be recognized in incap s earnings for num .",positive
"if the employee leaves the company within the duration of the cover , the money invested to ensure commitment is returned to the company .",neutral
"the stena poseidon is a so-called panamax tanker , designed to be able to pass through the narrow passages in the panama canal s locks .",neutral
"in a media advisory , the ntsb said that after subsequent testing , the train detection system intermittently failed .",negative
as a result some num persons will no longer be needed .,negative
the mill has long traditions and holds an established position in the markets .,positive
"kiosk and cinema operations have suffered , in particular .",negative
"the airline estimated that the cancellation of its flights due to the closure of european airspace , and the process of recommencing traffic , have caused a the company a loss of eur20m , including the costs of stranded passengers accommodation .",negative
"tietoenator was down num pct to num , extending recent lows after last week s second-quarter report , dealers said .",negative
"estonia s agriculture minister helir-valdor seeder is in finland on a two-day visit , in the course of which he will meet with his finnish counterpart sirkka-liisa anttila .",neutral
finnish investment group norvestia oyj said its net profit fell to num mln euro $ num mln in num from num mln euro $ num mln in num .,neutral
"vanhanen said the strike would be extremely damaging as some num , num participants and reporters begin to arrive in finland for the one-day eu summit with russian president vladimir putin in lahti , about num kilometers ( num miles ) north of helsinki .",neutral
"cencorp s net sales in the first quarter is estimated to be eur0. num - num . num m , as compared to eur4 . num m in the first quarter num .",negative
the uranium found locally is naturally occurring and it makes sense to extract it in the same way as we do with our other metals .,neutral
"the power supplies , dc power systems and inverters designed and manufactured by efore , and systems incorporating them are used in many different applications .",neutral
"thanks to the internet , consumers compare products more than previously and finnish companies are not competitive .",negative
finnish kci konecranes has been awarded an order for four hot metal ladle cranes by indian steel producer bhushan steel strips to be delivered in num .,positive
consolidated operating profit from continuing operations decreased by num % to eur num mn from eur num mn in num .,negative
$lulu #outlook #q1 num #lost revenue in the range of $ num million to $ num million -not good,negative
"metso expects its net sales to increase by about num % in num , at comparable exchange rates .",positive
"the relocation of ragot has already started and will be completed in the next few weeks , with the waterqueen and tortue moves planned for mid- num and vmc europe during the third quarter of num .",neutral
"and the broker repeated its buy rating , based on expectations that current restructuring will lead to a clear improvement in performance in europe in num .",positive
finnish energy company fortum has set itself new stricter target limits for short-term carbon dioxide emissions from its heat and electricity production .,neutral
"the bond gathered subscriptions from some num investors and the issued amount can be considered substantial taking into account the main target group -- retail investors , citycon cfo eero sihvonen said .",neutral
we hope to increase traffic volumes with the opening of freight one scandinavia .,positive
"proha plc ( euronext num ) announced today ( num may ) that its fully-owned subsidiary , safran software solutions as , has agreed to sell its num % share of safran north america llc to a sna holding as , an investment group based in norway .",neutral
"bp, statoil, to withdraw staff from algeria following rocket attack",negative
the investments and operational changes enable additional optimisation of the working hours and thereby further cost savings of some num % - num % .,positive
"its board of directors will propose a dividend of eur0 . num per share for num , up from the eur0 . num per share paid in num .",positive
production capacity will increase from num num to num num tonnes per year and the raw material will continue to be recycled paper and board .,positive
the aim is an annual improvement in ruukki construction s operating profit of more than eur num million usd num m starting in num .,positive
"finnish exel composites , a technology company that designs , manufactures , and markets composite profiles and tubes for various industrial applications , reports its net sales decreased by num % in the second quarter of num to eur num mn from eur num mn in the corresponding period in num .",negative
"ragutis , which is based in lithuania s second-largest city kaunas , boosted its sales last year num per cent to num million liters .",positive
$ctrp breaking out here on good vol and a parser buy signal ..noticed this on bob langs comments looking for num fast,positive
stora enso owns num percent of bergvik and earns therefore sek num bn on the value appreciation .,positive
"copper , lead and nickel also dropped ... hbos ( hbos ) plummeted num % to num pence after saying this year ó",negative
"however , the company saw its net profit for the third quarter down to eur1 . num m from eur1 . num m for the corresponding period of num .",negative
"rt fitzstock2004 $iyt the transports always lead the way, and they broke dt line 1st, macd cross, bull flag",positive
stockmann mastercard has widened the scope of this cooperation to estonia and latvia .,positive
earnings per share ( eps ) dropped to eur num from eur num .,negative
merrill lynch analyst campbell morgan upgraded his recommendation on paperlinx from neutral to buy in may .,positive
with this new version it is very important for us to introduce a bim process that is based on the detailed building information model .,neutral
we are pleased with the efforts of both negotiating teams and look forward to a productive four years ahead .,positive
"on the other hand , finnish sawmills production has decreased even more .",negative
the order for plywood mill machinery and equipment announced by finnish raute in september num will be delivered to thebault plyland in france .,neutral
"the company plans to close two of the three lines at the plant , where some num jobs are under threat .",negative
"$gild sandbagged the guidance so the can use that last num billion up. cc was cautiously optimistic, wait til next er for confirmation",neutral
"the company s profit totaled ls num , num in h1 num , down num % year-on-year .",negative
pharmaceuticals - netherlands this brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in netherlands .,neutral
cargotec s business areas also include the container handling solutions business area kalmar and the marine cargo handling and offshore load handling solutions business area macgregor .,neutral
rising costs have forced packaging producer huhtamaki to axe num jobs at its hampshire manufacturing plant .,negative
"finnish software company qpr software plc ( omx helsinki qpr1v ) reported on thursday ( num october ) an operating profit of eur63 , num on net sales of eur1 . num m for the third quarter num .",neutral
glencore chief blames rivals overproduction for share price fall,negative
"upm said the move will lower net profit by x20ac num million us$ num million in the second quarter , mainly due to impairment charges .",negative
finnish messaging solutions developer tecnomen corporation ( omx helsinki tem1v ) said on thursday ( num december ) that it has received an expansion order for its convergent charging solution in latin america .,positive
"basware invoice processing , basware contract matching , basware order matching and basware kpi reporting tool are part of the basware s enterprise purchase to pay product suite .",neutral
"the margarine business has been put into good shape in the last two years , making it a natural addition to bunge , which is looking to leverage its position in the central and northern european markets , raisio ceo matti rihko said in a statement .",positive
"the report profiles num companies including many key and niche players worldwide such as black decker corporation , fiskars corporation , fiskars brands , inc. , husqvarna outdoor products inc. , k s group , ryobi technologies , inc. , the scotts miracle-gro company , and van group , inc. .",neutral
"tesla recalling num , num model x units, related to faulty latch for third-row seats fall to $ num level on recall, shares up num % $tsla",negative
vaisala s net profit for the third quarter of num dropped to num mln euro ( $ num mln ) from num mln euro ( $ num mln ) for the same period of num .,neutral
"stora enso , norske skog , m-real , upm-kymmene credit suisse first boston ( cfsb ) raised the fair value for shares in four of the largest nordic forestry groups .",positive
$aapl i am big out from this. seems its falling towards num .. (,negative
tesco share price dips as blinkbox books closes ending supermarket s digital ...,negative
the seawind that was en route from the finnish port of turku to stockholm got stuck in ice already around num p.m. on wednesday and the regal star s journey from the swedish port of kapellskar to paldiski in northwestern estonia was cut short at num a.m. on thursday .,neutral
"talvik says the relocation of application programs on servers will continue , while hp servers were approved because of hp supplying a tailor-made solution to elisa .",neutral
the operating margin of aker yards cruise ferries division went down from num % to num % in the first quarter of num .,negative
"the stockmann department store will have a total floor space of over num , num square metres and stockmann s investment in the project will have a price tag of about eur num million .",neutral
sales of mid-strength beer decreased by num % .,negative
"as a result , the company will temporarily lay-off num % of the whole personnel , approximately num persons at kirkkonummi and nivala factories .",neutral
"finnish bank of àland reports operating profit of eur num mn in the first quarter of num , down from eur num mn in the corresponding period in num .",negative
"traceyryniec not just energy, it s so broad. you will see it in wwg and kaman as well. i d be short $fast",negative
"currently , yit builds a housing estate zapadnye vorota num , num square metres in the city and a house num , num square metres , which will be completed at the end of num .",neutral
"of these shares num , num , num are held by the company or its group companies and the number of outstanding shares and voting rights attached to the shares thus amounts to num , num , num .",neutral
"$zsl looking very weak, could be a good short setup.",negative
"the company intends to launch housing development at the acquired land plots and to construct num , num - num , num square metres of housing per annum by num .",neutral
$twtr the best scenario going forward is this stock slowly falling everyday....which is quite probable...,negative
london marketwatch -- nokia nok said it s won a five-year services contract to run hutchison essar s network operations in nine locations in india .,positive
finnish waste management and cleaning group lassila tikanoja oyj ( l t ) net profit went down to num mln euro ( $ num mln ) for num from num mln euro ( $ num mln ) for num .,negative
"in october , upm reported a third-quarter net loss of euro86 million $ num million compared with a net profit of euro120 million in num .",neutral
today i bought more $mu $yhoo $vale $nbl $twtr $axp $znga,positive
"publishing sweden s operating loss was eur num mn in q1 of num , compared to a profit of eur num mn a year ago .",negative
return on equity stood at num % compared to num % in the third quarter of num .,positive
"the estonian beverages maker a. le coq today brought to the market a new premium class beer , a. le coq special , investing num million kroons eur num , num into its development and planning to sell three million liters of the beer during the next year .",neutral
operating profit rose to eur num mn from eur num mn in the corresponding period in num .,positive
"after a long , unprofitable period the food division posted a profitable result , which speaks of a healthier cost structure and a new approach in business operations , rihko said .",positive
"the broker has initiated both palfinger ag and konecranes oyj with buy recommendations , with num and num eur price targets respectively .",positive
"alexandria , va. , july num -- hannu kahonen of juuka , finland , has developed an ornamental design for a handle for fire pit door , the u.s. patent trademark office announced .",neutral
"$rxii tang really is toxic, they keep bringing the share price down. at least they could let it climb a little before dragging it down.",negative
ramirent made num million kroons eur num mln loss last year the year before the company was num million kroons in the black .,negative
the new factory working model and reorganisations would decrease nokian tyres costs in the factory by eur num million ( usd num m ) .,positive
"$wac trade continuing very nicely from yesterday, almost up $ num from yesterday entry, deal pricing tonight looking very strong here... $spy",positive
stora chief executive jouko karvinen has described the russian tariff hikes as a threat to the future of the forest products industry in finland .,neutral
chessnwine $iwm num -minute chart. small caps threatening descending triangle breakdown under $ num .,negative
"operating profits in the half were num m , down from num m as glisten invested in the brand and the management team .",negative
lietuvos respublikos sveikatos apsaugos ministerija has awarded contract to uab affecto lietuva for financial systems software package .,positive
operating loss totaled eur 25mn compared to a profit of eur 63mn in the corresponding period in num .,negative
"helsinki thomson financial - shares closed little changed , with cargotec and huhtamaki dropping sharply on disappointing second-quarter reports .",neutral
"technopolis and the st. petersburg government signed a cooperation memorandum in october num to set up a techno-park in the neudorf production zone in the village of strelny , in the st. petersburg suburbs .",positive
"the internal revenue service sees about num percent of all taxpayers wait until the last two weeks to file , with about num million returns filed in april .",neutral
they are also upset that some of the machinery and work is taken over to poland .,negative
"according to bosse , the present cooperation is beneficial to all parties , however .",positive
rbi surprises street sensex pares gains after hitting mount 30k,negative
num april num - finnish construction and engineering company outotec oyj hel ote1v said today it slipped to a net loss of eur7 . num m in the first quarter of num from a net profit of eur12 . num m in the corresponding period last year .,negative
it will combine and renew the contents and functionality of the current systems for funding and online service as well as their maintenance .,positive
the exercise price of the option will be based on safran software solutions license and maintenance sales as well as the result of the company .,neutral
bhp billiton share price brazil to sue samarco for â£ num 5bn,negative
"the e-commerce site and flagship will be managed by marimekko north america retail llc , a subsidiary established in the u.s. last year .",neutral
"the share capital of biotie therapies corp. constitutes num , num , num shares in the aggregate and the number of voting rights attached to the shares amounts to num , num , num .",neutral
"aspo plc stock exchange release february num , num at8 . num a.m. esl shipping ltd , part of aspo group , has signed a new , long-term contract with rautaruukki corporation for the marine transport of raw materials on the baltic sea .",positive
"outotec said it won new orders worth num mln eur during the quarter , compared with num mln eur a year earlier .",positive
"based on the design of previous handsets , the nokia e72 and nokia e63 this symbian-based model is promised to offer direct access to over num per cent of the world s corporate email through mail for exchange and ibm lotus notes traveler .",neutral
"the sale , comprising the margarine business in finland and poland , follows the approval of the polish competition authorities earlier in october .",neutral
"a meeting for the media and analysts will be held on the same day at num num a.m. at stonesoft headquarters in helsinki , italahdenkatu num a. the interim report will be presented by stonesoft s ceo ilkka hiidenheimo .",neutral
"the portfolio comprises of num , num m2 of leasable space with a vacancy rate of roughly num % , let to around num tenants of which two of the largest are the swedish government and ericsson .",neutral
the federal secretary for transport and communication of mexico has awarded poyry and its mexican partner sintra a consulting contract in connection with the buenavista-cuautitlan suburban railway .,positive
the sales of the tiimari segment fell by num % year-on-year to eur3 . num m in june num .,negative
"operating margin , however , slipped to num % from num % , dragged down by a poor performance in enterprise solutions .",negative
"in the sinter plant , limestone and coke breeze are mixed with the iron ore concentrate and sintered into lump form or sinter for use in the blast furnaces as a raw material for iron-making .",neutral
"l g still paying price for dividend cut during crisis, chief says",negative
expense ratio was num % compared to num % in the corresponding period in num .,negative
new recommendation from carl kirst of bmo capital markets for $wmb is buy.price target is $ num,positive
"to achieve synergy targets related to the acquisition , vaisala is consolidating its manufacturing , depot and data services , and finance activities currently located in uniontown , pennsylvania , st. louis , missouri and durham , north carolina .",neutral
"shares in royal and sun alliance continued to slide back from a num -month high of 172p last month , after a potential suitor ruled itself out of a takeover bid .",negative
"finnish telecoms software developer tecnomen oyj said on december num , num it won a $ num mln ( num mln euro ) order to supply an expansion of the charging and messaging systems for the mobile and fixed networks of brasil telecom .",positive
"finnish construction company yit is reducing the number of start-ups of market-financed residential units in num to about num , num from the previously announced num , num .",neutral
"operating profit decreased to nearly eur num mn , however .",negative
"the negotiation has resulted in the reduction of num people in regular employment , around half of which will be covered with pension arrangements .",neutral
- net sales for the period are expected to fall well below that of last year and the result after non-recurring items is expected to be in the red .,neutral
"l ñnnen tehtaat s food division was reorganised into two strategic business units , apetit frozen foods and jams , and apetit fish .",neutral
"following the acquisition , relacom will strengthen its presence in finland , serving operators and office market with mobile and fixed networks construction , installation and maintenance services .",positive
"paper companies were in negative territories , with stora enso r shedding num pct to num eur , upm-kymmene down num pct at num eur and m-real b num pct lower at num eur .",negative
kone said in court papers that the union action delayed repairs to elevators at the federal courthouse on jan. num and the saltonstall state office building on jan. num .,negative
a survey conducted by taloustutkimus for sampo life shows that companies are badly prepared to losing key staff members .,negative
"num users on vetr are bearish on tesla motors, inc., indicating a sell rating ( num stars) for $tsla",negative
net sales of finnish food industry company l ñnnen tehtaat s continuing operations increased by num % in num to eur num mn from eur num mn in num .,positive
$dish weakness continues again. num area resistance after last week,negative
"a total of num mn passenger ship journeys took place in the northern baltic sea in num , slightly down from num mn in num .",negative
"adpnews - jul num , num - finland-based steel maker rautaruukki oyj ruukki hel rtrks said today it slipped to a net loss of eur num million usd num m for the first half of num from a net profit of eur num",negative
the company plans to expand into the international market through its subsidiaries and distributors from num onwards .,positive
finland-based international machinery rental company ramirent plc ( omx helsinki rmr1v ) reported on friday ( num august ) an operating profit of eur65 . num m on net sales of eur342 . num m for the period january-june num .,neutral
commodity channel index indicator signaled a oversold for $fb #stockmarket,positive
"making matters more difficult , the company said it has been grappling with higher oil and gas prices , which have pushed up the cost of energy , raw materials and transportation .",neutral
"the contract also includes cutting and edging wagon parts at ruukki s steel service centres in seinajoki and raahe , from where they will be delivered to vr for welding and assembly .",neutral
vacon s cash flow from operations grew to eur num mn from eur num mn a year ago .,positive
"the vaisala group is a successful international technology company that develops , manufactures and markets electronic measurement systems and products .",positive
the secondary antenna can also be used for reception of the high power signal of the radar to calibrate the transmission channels of the radar .,neutral
"finnish bank of àland reports operating profit of eur num mn in the first quarter of num , down from eur num mn in the corresponding period in num .",negative
"the hosting mobile terminal guides information flow between itself , the participating terminals , and optionally , with network servers that may assist the hosting mobile terminal .",neutral
"the company s consolidated operating profit amounted to eur num mn , up from eur num mn year-on-year .",positive
"lemminkainen infra oy s subsidiary lemminkainen sverige ab will perform the construction work , which is expected to start in early num and to be completed in the summer of num .",neutral
"key price to watch in $nflx, off the previous double top reject, num",negative
finnish retail software developer aldata solution oyj reported a net loss of num mln euro $ num mln for num versus a net profit of num mln euro $ num mln for num .,negative
"operating profit for the nine-month period decreased from eur19 . num m while net sales increased from eur155 . num m , as compared to the corresponding period in num .",negative
operating profit fell to eur num mn from eur num mn in num .,negative
"operating profit , excluding non-recurring items , totaled eur num mn , down from eur num mn in the corresponding period in num .",negative
"furthermore , bunge will also sign a licensing agreement for the sunnuntai and carlshamn mejeri brands .",positive
$stx move off the bottom but still in bear market #datasecurity $emc $sndk $wdc,negative
metso will supply the equipment for two process lines at northland resources new kaunisvaara iron ore project in sweden which exploits tapuli and sahavaara iron ore deposits .,positive
"according to sepp ñnen , the new technology umts900 solution network building costs are by one-third lower than that of the building of num g networks , operating at num , num mhz frequency .",positive
"the fixed-term contract of mr. jarmo ukonaho , the current general manager of incap s indian operations , will finish by the end of the year .",neutral
"in addition , a further num employees can be laid off until further notice and the whole workforce can be laid off for short periods if needed .",negative
the costs of the new ropax vessels are num % lower than those of the present ones .,positive
this transaction will also rationalize our pulp and paper industry related solutions .,positive
"the e7 smartphone will be available for rs35 , num per handset across india , nokia india vice-president managing director d shivakumar told reporters .",neutral
"profitability ( ebit % ) was num % , compared to num % in the previous-year period .",positive
"fastenal misses by $ num , misses on revenue $fast #nyse",negative
#ndx component tesla has announced it is recalling num model x suvs. $tsla,negative
"$endp - we saw a large order in this one last week, someone also accumulating may jun num s calls today",positive
$spy $vxx $aapl the parties over loaded on $uvxy volatility is back,negative
"the finnish government announced wednesday that it sold a num percent stake in chemicals and fertilizer group kemira oyj for ( x20ac ) num million ( $ 890us million ) , sending the company s share price up num percent .",positive
companieskingfisher bid for mr bricolage runs into trouble,negative
"in addition , the existing service counter area in the reception hall will be rebuilt and access provided to local rail connections .",neutral
"num september , num finnish waste management and recycling company lassila tikanoja expands its operations in russia by introducing its recently completed recycling plant in the city of dubna near moscow .",positive
eurochem head of corporate finance alexander gavrilov said i am pleased that we have once again confirmed that eurochem is able to attract long-term funds at attractive rates .,positive
"the innova num building will be located close to downtown , in the immediate vicinity of paviljonki and the travel center , and within walking distance from the heart of the city thanks to the trade fair bridge .",neutral
the construction project is scheduled to start in the second quarter of num and the new building is scheduled to be in place by the end of num .,neutral
diluted earnings per share ( eps ) stood at eur num versus eur num .,negative
"dealers said the share was largely hit by investor disappointment about a refining margin of just num usd per barrel for the quarter and the performance of its shipping unit , which saw ebit drop to num mln eur from num mln eur a year amid a fall in volumes and tanker rates .",negative
"wayne greensmith , fiskars brands uk senior brand manager , said we have launched this as we want to give something back to the community .",neutral
"the ministry of water in tanzania has awarded poyry a water and sanitation engineering assignment for the rehabilitation and extension of water supply and sanitation infrastructure in bukoba and musoma , situated at lake victoria in northern tanzania .",positive
"ahlstrom s num , num employees serve customers via sales offices and production facilities in more than num countries on six continents .",neutral
down to eur5 . num m h1 num num august num - finnish media group ilkka-yhtyma oyj ( hel ilk2s ) said today its net profit fell num % on the year to eur5 . num m in the first half of num .,negative
companiestesco off to a bad start over xmas â€ kantar,negative
he said he has been losing five families a month to the economy as many make alternative arrangements to save money .,negative
"risto raty , tekla s executive vice president , said that tekla structures and archicad will cover the entire design and documentation workflow throughout a construction project .",neutral
grapevine city officials in september approved $ num million in tax rebates and grants for the expansion .,positive
"the add-on order contains , among others , control valves and instrumentation as well as complete mill engineering and electrification with metso drive controls .",neutral
"the new structure provides better communication , faster decision-making and cost savings , proha said .",positive
"the company is involved in the the sale of financial products including insurance , mortgages , car and personal loans , financial brokerage and equipment finance leasing .",neutral
"loudeye corp. , up $ num at $ num nokia corp. , down num cents at $ num nokia agreed to buy the digital music distributor for $ num million .",neutral
"in the first half of num , the bank s operating profit fell to eur num mn from eur num mn , while net interest income increased to eur num mn from eur num mn in the first half of num .",neutral
"in addition , a further num employees can be laid off until further notice and the whole workforce can be laid off for short periods if needed .",neutral
"companies evaluated in the report include aladdin , ca , f-secure , kaspersky , marshal , mcafee , microsoft , panda , proofpoint , sophos , symantec , trend micro , tumbleweed , and websense .",neutral
short on $atvi from num .,negative
"the new facility , to be known as technopolis pulkovo , will introduce to the russian market an entirely new concept of creating , operating and growing a commercially-funded science and technology park to support the growth of knowledge-intensive companies .",neutral
"capman plc press release num march num jukka ruuska , president of the omx nordic exchanges and the stockholm stock exchange , will transfer to capman effective no later than september num .",neutral
"operating profit excluding non-recurring items amounted to eur num mn , down from eur num mn year-on-year .",negative
"the seminar introduced modern , clean technologies and products , financial tools and sponsorship programs for energy and environment projects as well as the potential to develop clean energy in vietnam .",positive
"they can be used to control the speed of electric motors used by industry and municipal engineering , and in power generation using renewable energy .",neutral
the company will enhance the gprs capability in the existing num idea telecom service areas and add num more service areas to its network .,positive
"the contracts between raute corporation and muling kemian wood products co. , ltd. , which were announced on num november num , have taken effect .",neutral
"making matters more difficult , the company said it has been grappling with higher oil and gas prices , which have pushed up the cost of energy , raw materials and transportation .",negative
"according to swedish authorities , traces of the very toxic osmium tetroxide have been found on the coast of per ñmeri , the northernmost part of the gulf of bothnia .",negative
"financial statements include the consolidated financial statements of the group , the board of directors report , the auditors report and the corporate governance statement .",neutral
"method and system for controlling a hard disk drive using a multimediacard physical interface was invented by marko ahvenainen ruutana , finland .",neutral
"according to scanfil , demand for telecommunications network products has fluctuated significantly in the third quarter of num , and the situation is expected to remain unstable for the rest of the year .",negative
"according to the company , its operating profit , excluding non-recurring items , in the fourth quarter of num was significantly better than expected , and also better than the figures for the fourth quarter of num .",positive
"it is part of the development of the world-class magnetite deposit at karara , which has the known potential for over num million metric tons of annual processing of magnetite over its estimated num -year life .",neutral
"the developers of that project predict that once it is completed in april num , skanssi will attract some num million visitors annually .",positive
as an overall effect of the above-mentioned measures glaston will recognize non-recurring expenses of eur num million in the fourth quarter of num .,neutral
lieksaare oy has earlier been regarded under the control of saarelainen oy and the individual shareholders under the shareholder agreement .,neutral
national sponsors for the big read include national endowment for the arts in cooperation with the institute of museum and library services and arts midwest .,neutral
"num october num - finnish environmental management company lassila tikanoja oyj ( hel lat1v ) , or l t , said today its net profit declined to eur20 . num m for the first nine months of num from eur27 . num m for the same period a year earlier .",negative
the situation of coated magazine printing paper will continue to be weak .,negative
"samsung currently occupies third place and lost ground during the quarter , dropping by num % to an num % share overall .",negative
finnish laboratory liquid handling and diagnostic test systems developer biohit oyj omx helsinki biobv issued on tuesday num june a profit warning for the financial year num .,neutral
"the cooperation will involve arena partners buying a num % share of the new joint venture company , operating in alma media s home sales , vehicle and consumer advertising marketplace businesses .",neutral
"aldata solution oyj bertrand sciard president and ceo further information aldata solution oyj , bertrand sciard , president and ceo , tel. num num num num num num aldata num % retail-wholesale at aldata num % of our business is dedicated to retail and wholesale business improvement .",neutral
"raute reported a loss per share of eur0 . num for the first half of num , against eps of eur0 . num in the corresponding period of num .",negative
the company expects its net sales for the whole num to remain below the num level .,negative
also construction expenses have gone up in russia .,negative
"royal mail breached competition law over delivery service changes, ofcom claims",negative
"my wife is looking forward to getting a paycheck again , he quipped recently as a six-knot current swirled around his anchored and heavily sponsored jet sled .",neutral
the elcoteq group recently announced that the last three months of the previous year brought to it a major loss of more than half a billion kroons ( eur num mln ) for the fifth quarter running .,negative
"this one was at one time targeted for june num , but if we had to guess , it s been pushed back -- maybe we re crazy , but we feel like it has n t leaked enough to meet that date at this point .",neutral
"following the increase , huhtamaki oyj s registered share capital is eur num , num , num and the number of shares outstanding is num , num , num .",neutral
"- among other finnish shares traded in the us , stora enso closed num pct lower at num eur , upm-kymmene was up num pct at num eur , and metso was down num pct at num eur .",neutral
"the nokian tyre proves its high safety excellently in the important driving qualities stability with mark num , handling num and braking on wet road with num .",positive
"our customers come from the following countries uk , usa , spain , france , italy , germany , china , sweden , norway , netherlands , austria , belgium , switzerland , czech republic , serbia , finland , canada , russia , ukraine , portugal , denmark , ireland , south korea , estonia and liechtenstein .",neutral
"the first four of the new shop-in-shops will be opened this spring on madison avenue in new york as well as in chicago , los angeles and san francisco .",neutral
$smh got a sell signal on num num and needs to take out num to go higher otherwise headed lower than num gap below at num,negative
the proportion of estonian and lithuanian passengers on the tallinn-helsinki route also grew in july .,positive
"lithuanian beer makers sold num million liters of beer in num , a rise of num per cent from the year-earlier figure of num million liters .",positive
"bhp billiton slashes dividend, posts $ num billion net loss",negative
"isolationism another sell rating, sell ratings on spy, qqq, iwm and several companies $aapl #apple $axp $bac",negative
operating profit for continuing operations fell to eur num mn from eur num mn in the first half of num .,negative
"qualcomm estimated a first-quarter profit between num and num cents a share , excluding certain items , below the analyst estimate of num cents a share .",negative
london marketwatch -- share prices ended lower in london monday as a rebound in bank stocks failed to offset broader weakness for the ftse num .,neutral
pharmaceuticals - poland this brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in poland .,neutral
"the permanent magnet generators and power converters are today the preferred solution in new wind turbine designs , the company said .",neutral
elcoteq has a proven track record in electronics manufacturing services ( ems ) and a global factory network coupled with modern manufacturing equipment and consistent systems and processes .,positive
the purpose of this action is to ensure company s cost effectiveness this year and in the near future .,positive
l t s net profit for the whole num dropped to eur num million from eur num million for num .,negative
yit says the acquisition is a part of its strategy for expansion in central and eastern european markets .,positive
"finnish lifting equipment maker kone oyj said on october num , num it won an order worth num mln euro $ num mln to deliver a total of num custom designed elevators to norwegian shipbuilder aker yards asa .",positive
